id_titular,num,nom_via,municipi,provincia,cp,pais,
851728,4,el Molí,Ossó de Sió,LLEIDA,25318,Spain,
847055,4,el Molí,Ossó de Sió,LLEIDA,25318,Spain,
851957,s/n,Camí de Sió,Ossó de Sió,LLEIDA,25318,Spain,
891333,12,La Bassa,Ossó de Sió,LLEIDA,25318,Spain,
852657,,"Únic, s/n",Conca de Dalt,LLEIDA,25517,Spain,
852663,,"Únic, s/n",Conca de Dalt,LLEIDA,25517,Spain,
852653,,"Únic, s/n",Conca de Dalt,LLEIDA,25517,Spain,
790009,8,"de l'Església,",Conca de Dalt,LLEIDA,25517,Spain,
868904,,"Únic, s/n",Conca de Dalt,LLEIDA,25517,Spain,
632280,s/n,Únic,Conca de Dalt,LLEIDA,25517,Spain,
897946,s/n,"Únic, casa Era la Pona",Conca de Dalt,LLEIDA,,Spain,
701302,,"Verdaguer, 43",Ivars d'Urgell,LLEIDA,25261,Spain,
810130,s/n,Hortals,Fígols i Alinyà,LLEIDA,25790,Spain,
612231,10,Mossen Jaume Caelles,Pinell de Solsonès,LLEIDA,25286,Spain,
777537,,Casa Torrent,Pinell de Solsonès,LLEIDA,25286,Spain,
612231,10,Mossen Jaume Caelles,Pinell de Solsonès,LLEIDA,25286,Spain,
604928,,Casa Vendrell,Riner,LLEIDA,25287,Spain,
841681,s/n,Pessarrodona,Pinós,LLEIDA,25287,Spain,
608301,4,"Les Casas, Matamargó",Pinós,LLEIDA,25287,Spain,
608301,4,"Les Casas, Matamargó",Pinós,LLEIDA,25287,Spain,
605925,,Casa Marquet,Sant Mateu de Bages,LLEIDA,25287,Spain,
662632,,Casa Prat,Pinós,LLEIDA,25287,Spain,
433857,,"Únic, s/n","Pont de Suert, El",LLEIDA,25552,Spain,
788613,,"Únic, s/n","Pont de Suert, El",LLEIDA,25529,Spain,
813322,s/n,Casa Casal,"Pont de Suert, El",LLEIDA,25520,Spain,
813320,s/n,Casa Casal,"Pont de Suert, El",LLEIDA,25529,Spain,
657261,,"Únic, s/n","Pont de Suert, El",LLEIDA,25529,Spain,
422784,,casa Palomés,"Pont de Suert, El",LLEIDA,25529,Spain,
884295,1,Ventolà,"Pont de Suert, El",LLEIDA,25529,Spain,
723899,,"Únic, s/n","Pont de Suert, El",LLEIDA,25520,Spain,
723899,,"Únic, s/n","Pont de Suert, El",LLEIDA,25520,Spain,
723899,,"Únic, s/n","Pont de Suert, El",LLEIDA,25520,Spain,
815313,,"Barri, 11",Prats i Sansor,LLEIDA,25721,Spain,
750079,12,Av. Catalunya,Agramunt,LLEIDA,25316,Spain,
804853,12,Major,Rialp,LLEIDA,25594,Spain,
754952,s/n,Casa Pejan,Rialp,LLEIDA,25594,Spain,
754952,s/n,Casa Pejan,Rialp,LLEIDA,25594,Spain,
813718,s/n,Bellera,Rialp,LLEIDA,25594,Spain,
794814,,"Casa Coix, s/n",Rialp,LLEIDA,25594,Spain,
794814,,"Casa Coix, s/n",Rialp,LLEIDA,25594,Spain,
434135,,"Casa Macià, s/n",Rialp,LLEIDA,25594,Spain,
799763,,"del Potro, s/n",Rialp,LLEIDA,25594,Spain,
799763,,"del Potro, s/n",Rialp,LLEIDA,25594,Spain,
799763,,"del Potro, s/n",Rialp,LLEIDA,25594,Spain,
753768,s/n,Major (Cal Xico),Ribera d'Urgellet,LLEIDA,25797,Spain,
434229,s/n,Major,Ribera d'Urgellet,LLEIDA,25796,Spain,
434229,s/n,Major,Ribera d'Urgellet,LLEIDA,25796,Spain,
421833,,Camí Vell d'Adrall,Ribera d'Urgellet,LLEIDA,25713,Spain,
740711,19,Arenys,"Seu d'Urgell, La",LLEIDA,25713,Spain,
740711,19,Arenys,"Seu d'Urgell, La",LLEIDA,25713,Spain,
740711,19,Arenys,"Seu d'Urgell, La",LLEIDA,25713,Spain,
604928,,Casa Vendrell,Riner,LLEIDA,25287,Spain,
771666,,"Únic, s/n (Cal Roca)",Sant Guim de Freixenet,LLEIDA,25271,Spain,
771666,,"Únic, s/n (Cal Roca)",Sant Guim de Freixenet,LLEIDA,25271,Spain,
890956,s/n,Martí,Sant Guim de Freixenet,LLEIDA,25271,Spain,
433987,,Blasi,Artesa de Segre,LLEIDA,25632,Spain,
756888,,"Única, s/n",Sant Esteve de la Sarga,LLEIDA,25632,Spain,
701028,,"L'Església, s/n casa teule",Sarroca de Bellera,LLEIDA,25555,Spain,
433846,,"Únic, s/n",Sarroca de Bellera,LLEIDA,25555,Spain,
701028,,"L'Església, s/n casa teule",Sarroca de Bellera,LLEIDA,25555,Spain,
433795,,"Pl. Major, 4",Sarroca de Bellera,LLEIDA,25555,Spain,
846978,s/n,Unica,Sarroca de Bellera,LLEIDA,25555,Spain,
847139,s/n,Unica,Sarroca de Bellera,LLEIDA,25555,Spain,
633277,,,,LLEIDA,25555,Spain,
633277,,,,LLEIDA,25555,Spain,
633277,,,,LLEIDA,25555,Spain,
737791,,Casa Maciana,Soriguera,LLEIDA,25593,Spain,
433886,,Cal Bosch,Soriguera,LLEIDA,25566,Spain,
433886,,Cal Bosch,Soriguera,LLEIDA,25566,Spain,
433886,,Cal Bosch,Soriguera,LLEIDA,25566,Spain,
433886,,Cal Bosch,Soriguera,LLEIDA,25566,Spain,
433886,,Cal Bosch,Soriguera,LLEIDA,25566,Spain,
433886,,Cal Bosch,Soriguera,LLEIDA,25566,Spain,
433886,,Cal Bosch,Soriguera,LLEIDA,25566,Spain,
425208,,"N-260-Tram Sort-Adrall, km. 268 Borda El Vilar",Soriguera,LLEIDA,25566,Spain,
433886,,Cal Bosch,Soriguera,LLEIDA,25566,Spain,
848085,s/n,Únic,Soriguera,LLEIDA,25566,Spain,
848087,s/n,únic,Soriguera,LLEIDA,25566,Spain,
847746,s/n,Únic,Soriguera,LLEIDA,25566,Spain,
434259,,"Mig, s/n",Soriguera,LLEIDA,25569,Spain,
433834,,Cal Blasi,Soriguera,LLEIDA,25566,Spain,
434180,5,Major,Sort,LLEIDA,25567,Spain,
434003,,"Únic, s/n",Sort,LLEIDA,25568,Spain,
812928,s/n,Únic,Sort,LLEIDA,25567,Spain,
664480,,Casa Font,Sort,LLEIDA,25567,Spain,
593024,,"Santa Creu, 14",Talavera,LLEIDA,25213,Spain,
793725,,"Del mig, 17",Talavera,LLEIDA,25213,Spain,
593024,,"Santa Creu, 14",Talavera,LLEIDA,25213,Spain,
637954,,Masia Cal Mas,Torà,LLEIDA,25750,Spain,
433912,,Cal Cristòfol,Torà,LLEIDA,25751,Spain,
433912,,Cal Cristòfol,Torà,LLEIDA,25751,Spain,
433912,,Cal Cristòfol,Torà,LLEIDA,25751,Spain,
434037,,"Casa Sastre, s/n","Torre de Cabdella, La",LLEIDA,25515,Spain,
625692,,Casa Ramon,"Torre de Cabdella, La",LLEIDA,25512,Spain,
799778,,Casa Sarrado,"Torre de Cabdella, La",LLEIDA,25511,Spain,
605662,,Camí de la Font dels Pous,"Torre de Cabdella, La",LLEIDA,25512,Spain,
605662,,Camí de la Font dels Pous,"Torre de Cabdella, La",LLEIDA,25512,Spain,
709812,,"Casa Agulló,s/n","Torre de Cabdella, La",LLEIDA,25512,Spain,
787058,,"Major, 36, 1r","Valls de Valira, Les",LLEIDA,25719,Spain,
787058,,"Major, 36, 1r","Valls de Valira, Les",LLEIDA,25719,Spain,
787058,,"Major, 36, 1r","Valls de Valira, Les",LLEIDA,25719,Spain,
795952,s/n,"Cal Xumeu, s/n","Valls de Valira, Les",LLEIDA,25719,Spain,
777735,,Era Tonico,"Valls de Valira, Les",LLEIDA,25798,Spain,
434024,,"Cal Guilló, s/n","Valls de Valira, Les",LLEIDA,25798,Spain,
593749,,"Cal Serni, s/n","Valls de Valira, Les",LLEIDA,25798,Spain,
434063,12,Únic,"Valls de Valira, Les",LLEIDA,25799,Spain,
434121,,"Major, s/n","Valls de Valira, Les",LLEIDA,25798,Spain,
434121,,"Major, s/n","Valls de Valira, Les",LLEIDA,25798,Spain,
433985,,"Casa Pauet, s/n","Valls de Valira, Les",LLEIDA,25798,Spain,
433721,s/n,Major,Vielha e Mijaran,LLEIDA,25538,Spain,
655628,7,Santa Anna,Vielha e Mijaran,LLEIDA,25539,Spain,
630101,18,"Sortaus,",Vielha e Mijaran,LLEIDA,25539,Spain,
655628,7,Santa Anna,Vielha e Mijaran,LLEIDA,25539,Spain,
433839,,"Sant Esteve, 15",Vielha e Mijaran,LLEIDA,25537,Spain,
433882,1,de Vila,Vielha e Mijaran,LLEIDA,25537,Spain,
433785,,"Santa Cecília, 24",Vilaller,LLEIDA,25553,Spain,
433780,,"Del Port, 4",Vilaller,LLEIDA,25553,Spain,
433833,,Afores,Vall de Cardós,LLEIDA,25571,Spain,
758234,,"Camí de Jou, s/n","Guingueta d'Àneu, La",LLEIDA,25597,Spain,
758234,,"Camí de Jou, s/n","Guingueta d'Àneu, La",LLEIDA,25597,Spain,
379804,,"Únic, s/n",Castell de Mur,LLEIDA,25631,Spain,
847485,4,Romaní,Cervera,LLEIDA,25213,Spain,
677631,,"Major, 16",Ribera d'Ondara,LLEIDA,25213,Spain,
686994,s/n,Cal Sodhi,"Valls d'Aguilar, Les",LLEIDA,25795,Spain,
686994,s/n,Cal Sodhi,"Valls d'Aguilar, Les",LLEIDA,25795,Spain,
686994,s/n,Cal Sodhi,"Valls d'Aguilar, Les",LLEIDA,25795,Spain,
847528,1,Major,"Valls d'Aguilar, Les",LLEIDA,25795,Spain,
847530,1,Major,"Valls d'Aguilar, Les",LLEIDA,25795,Spain,
636049,1,Tint,,LLEIDA,25211,Spain,
636049,1,Tint,,LLEIDA,25211,Spain,
767512,s/n,Afores mas la caseta,Torrefeta i Florejacs,LLEIDA,25211,Spain,
767512,s/n,Afores mas la caseta,Torrefeta i Florejacs,LLEIDA,25211,Spain,
813635,,"Casa Peretó, s/n",Fígols i Alinyà,LLEIDA,25794,Spain,
805464,,L'Oliva,Coll de Nargó,LLEIDA,25794,Spain,
433736,,Molí de Fórnols,"Vansa i Fórnols, La",LLEIDA,25717,Spain,
433736,,Molí de Fórnols,"Vansa i Fórnols, La",LLEIDA,25717,Spain,
433736,,Molí de Fórnols,"Vansa i Fórnols, La",LLEIDA,25717,Spain,
433736,,Molí de Fórnols,"Vansa i Fórnols, La",LLEIDA,25717,Spain,
756104,,Cal Guàrdia,"Vansa i Fórnols, La",LLEIDA,25717,Spain,
756104,,Cal Guàrdia,"Vansa i Fórnols, La",LLEIDA,25717,Spain,
692307,,"Cal Tomàs, s/n","Vansa i Fórnols, La",LLEIDA,25717,Spain,
592831,,"Av. de Guissona, 14, 1r",Cervera,LLEIDA,25218,Spain,
681372,8-10,C/ Torreta,Amposta,TARRAGONA,43870,Spain,
756880,11,Sant Francesc Xavier,Reus,TARRAGONA,43360,Spain,
434098,,"Major, 6",Cornudella de Montsant,TARRAGONA,43362,Spain,
709989,,"Barceloneta, s/n",Cornudella de Montsant,TARRAGONA,43362,Spain,
728079,,"Ctra. Marçà a Torre Fontaubella, s/n",Marçà,TARRAGONA,43775,Spain,
868139,s/n,Olivars,"Milà, El",TARRAGONA,43143,Spain,
599555,,"Cra. de Montblanc, s/n",Montblanc,TARRAGONA,43400,Spain,
560187,,"Major, 114",Montblanc,TARRAGONA,43400,Spain,
680776,,Mas de l'Arlequi,Montblanc,TARRAGONA,43415,Spain,
613068,,Mas d'en Toni s/n,Mont-ral,TARRAGONA,43459,Spain,
613068,,Mas d'en Toni s/n,Mont-ral,TARRAGONA,43459,Spain,
613068,,Mas d'en Toni s/n,Mont-ral,TARRAGONA,43459,Spain,
587824,,"Casafort, 1",Nulles,TARRAGONA,43887,Spain,
587824,,"Casafort, 1",Nulles,TARRAGONA,43887,Spain,
740874,26,Ctra. Baixa   (Belltall),Passanant i Belltall,TARRAGONA,43413,Spain,
805198,84,Igualada,Santa Coloma de Queralt,TARRAGONA,43428,Spain,
492043,,Mas d'en Ferran (Les Ordres),Aiguamúrcia,TARRAGONA,43815,Spain,
594403,3,"de la Plaça,",Albinyana,TARRAGONA,43718,Spain,
638321,4,de Tarragona,,TARRAGONA,43765,Spain,
711880,9,Dr Ramon Margalef,,TARRAGONA,43746,Spain,
676934,s/n,de les escoles,Tivissa,TARRAGONA,43746,Spain,
848681,4-5,"de la Casella, 8 Pol. 97 parc",Tortosa,TARRAGONA,43500,Spain,
889438,44,Mas de la Misa,Tortosa,TARRAGONA,43897,Spain,
816974,6,Jardí Besuldo i Terol,Tortosa,TARRAGONA,43527,Spain,
434207,,"Major, 53",Vandellòs i l'Hospitalet de l'Infant,TARRAGONA,43891,Spain,
496055,29,cala jostell,Vandellòs i l'Hospitalet de l'Infant,TARRAGONA,43891,Spain,
656480,,"C. Verge del Pilar, 20",Amposta,TARRAGONA,43877,Spain,
434126,s/n,El Noguer,Calldetenes,BARCELONA,8519,Spain,
664187,s/n,Ca l'Ignasiet,Cànoves i Samalús,BARCELONA,8445,Spain,
593375,,"Casa Vilanova, s/n",Baix Pallars,LLEIDA,25591,Spain,
604945,,Malgosa,,LLEIDA,25752,Spain,
604945,,Malgosa,,LLEIDA,25752,Spain,
680671,,"Coll del Port, 7",Olius,LLEIDA,25752,Spain,
680671,,"Coll del Port, 7",Olius,LLEIDA,25752,Spain,
634999,,Cal Miquel,Coll de Nargó,LLEIDA,25793,Spain,
748729,,Camí d'Aumbenç,Coll de Nargó,LLEIDA,25793,Spain,
867014,5,Doctor Puigvert,Isona i Conca Dellà,LLEIDA,25638,Spain,
851930,s/n,Julià,Conca de Dalt,LLEIDA,25518,Spain,
434009,,"Pallars, 14",Conca de Dalt,LLEIDA,25518,Spain,
872201,6,de l'Església,Cornellà del Terri,GIRONA,17845,Spain,
583822,,Mas Danyans,"Llosses, Les",GIRONA,17512,Spain,
583822,,Mas Danyans,"Llosses, Les",GIRONA,17512,Spain,
895840,s/n,de Ripoll a Berga Km 176,"Llosses, Les",GIRONA,17512,Spain,
618020,s/n,de Ripoll a Berga Km 176,"Llosses, Les",GIRONA,17512,Spain,
895860,s/n,de Ripoll a Berga Km 176,"Llosses, Les",GIRONA,17512,Spain,
884674,24,de la begudà,Palol de Revardit,GIRONA,17153,Spain,
625315,,"Major de Font Rubi, 356",Camprodon,GIRONA,17869,Spain,
625315,,"Major de Font Rubi, 356",Camprodon,GIRONA,17869,Spain,
625315,,"Major de Font Rubi, 356",Camprodon,GIRONA,17869,Spain,
817616,,Can Bes de Salitja,Vilobí d'Onyar,GIRONA,17185,Spain,
809323,12,Sant Bernat,Aiguamúrcia,TARRAGONA,43815,Spain,
815320,23,La Vinya,Aiguamúrcia,TARRAGONA,43815,Spain,
720562,,Mas de Sans,"Albiol, L'",TARRAGONA,43479,Spain,
692298,,"Ctra. Simpatica, 15",Amposta,TARRAGONA,43870,Spain,
845523,,La Serra de Munter,Muntanyola,BARCELONA,8505,Spain,
434104,8,Font del Cuscó,Avinyonet del Penedès,BARCELONA,8799,Spain,
434104,8,Font del Cuscó,Avinyonet del Penedès,BARCELONA,8799,Spain,
494103,s/n,Nova Can Torres,Olèrdola,BARCELONA,8734,Spain,
629325,s/n,Rexach,Olost,BARCELONA,8519,Spain,
871844,1,Cal Xiquet,Prats de Lluçanès,BARCELONA,8515,Spain,
541034,82,Sant Jaume,Deltebre,TARRAGONA,43580,Spain,
604047,31,Barcelona,Tremp,LLEIDA,25634,Spain,
847977,s/n,La Rovira,Oliola,LLEIDA,25748,Spain,
891320,s/n,Castell  de Llaés,Ripoll,GIRONA,17510,Spain,
555590,,Únic,"Pont de Suert, El",LLEIDA,25529,Spain,
434104,8,Font del Cuscó,Avinyonet del Penedès,BARCELONA,8734,Spain,
773181,s/n,Cal Gepes-Costa Freda,Saldes,BARCELONA,8699,Spain,
773181,s/n,Cal Gepes-Costa Freda,Saldes,BARCELONA,8699,Spain,
816976,s/n,Can Puig,Sant Celoni,BARCELONA,8470,Spain,
894861,,Cal Pesolet,Bellver de Cerdanya,LLEIDA,25721,Spain,
433982,s/n,Marquet,Sant Mateu de Bages,BARCELONA,8263,Spain,
433862,s/n,Cal Prat Barrina,Sant Mateu de Bages,BARCELONA,8263,Spain,
433910,,Biosca de Castelltallat,Sant Mateu de Bages,BARCELONA,8263,Spain,
433910,,Biosca de Castelltallat,Sant Mateu de Bages,BARCELONA,8263,Spain,
433982,s/n,Marquet,Sant Mateu de Bages,BARCELONA,8263,Spain,
844442,s/n,Marquet,Sant Mateu de Bages,BARCELONA,8263,Spain,
433862,s/n,Cal Prat Barrina,Sant Mateu de Bages,BARCELONA,8263,Spain,
433970,s/n,Cal Putxó,Sant Mateu de Bages,BARCELONA,8263,Spain,
433862,s/n,Cal Prat Barrina,Sant Mateu de Bages,BARCELONA,8263,Spain,
624518,13,Sant Pau,Subirats,BARCELONA,8739,Spain,
852535,11,Sant Pau,Subirats,BARCELONA,8739,Spain,
849771,4,Can Ferrer,Sant Sadurní d'Anoia,BARCELONA,8775,Spain,
618914,s/n,Escardívol,Viver i Serrateix,BARCELONA,8673,Spain,
433576,s/n,Cal Rastrillo,Viver i Serrateix,BARCELONA,8679,Spain,
433576,s/n,Cal Rastrillo,Viver i Serrateix,BARCELONA,8679,Spain,
641987,s/n,Corominas,Viver i Serrateix,BARCELONA,8679,Spain,
433576,s/n,Cal Rastrillo,Viver i Serrateix,BARCELONA,8679,Spain,
626719,s/n,Vila,Calonge de Segarra,BARCELONA,8281,Spain,
845278,s/n,Vila Dusfort,Calonge de Segarra,BARCELONA,8281,Spain,
642152,s/n,Nova Can Cabra,Castellar del Riu,BARCELONA,8619,Spain,
853735,37,Mas Sanayas,Torelló,BARCELONA,8514,Spain,
809238,s/n,Carulla,Pujalt,BARCELONA,8282,Spain,
809232,s/n,Carulla,Pujalt,BARCELONA,8282,Spain,
809242,s/n,Carulla,Pujalt,BARCELONA,8282,Spain,
809223,s/n,Carulla,Pujalt,BARCELONA,8282,Spain,
815652,,"Extramurs, 12",Palau-sator,GIRONA,17256,Spain,
433707,7,"Barri Bernagar, 7",Pals,GIRONA,17256,Spain,
433962,,"Del Mar, 13",Pedret i Marzà,GIRONA,17493,Spain,
433962,,"Del Mar, 13",Pedret i Marzà,GIRONA,17493,Spain,
433962,,"Del Mar, 13",Pedret i Marzà,GIRONA,17493,Spain,
680698,,"plaça Major, 3",Pedret i Marzà,GIRONA,17493,Spain,
814117,3,Sant Sebastià,Garriguella,GIRONA,17493,Spain,
433996,,Barri de l'Estanyol,Peralada,GIRONA,17492,Spain,
764723,,Estanyol,Peralada,GIRONA,17491,Spain,
433996,,Barri de l'Estanyol,Peralada,GIRONA,17492,Spain,
434129,,Barri de l'Estanyol,Peralada,GIRONA,17492,Spain,
434129,,Barri de l'Estanyol,Peralada,GIRONA,17491,Spain,
850302,6,Manol,Peralada,GIRONA,17492,Spain,
589845,2,Sant Mateu de Montnegre,,GIRONA,17242,Spain,
589845,2,Sant Mateu de Montnegre,,GIRONA,17242,Spain,
650541,59,Paissos Catalans,Balaguer,LLEIDA,25692,Spain,
811499,s/n,Arrabal,Àger,LLEIDA,25692,Spain,
650541,59,Paissos Catalans,Balaguer,LLEIDA,25692,Spain,
741502,,"Arrabal, s/n",Àger,LLEIDA,25692,Spain,
650541,59,Paissos Catalans,Balaguer,LLEIDA,25692,Spain,
741502,,"Arrabal, s/n",Àger,LLEIDA,25692,Spain,
764438,,Pl. de Baix,Agramunt,LLEIDA,25317,Spain,
433814,1,Cap de la Vila,Esterri d'Àneu,LLEIDA,25589,Spain,
433814,1,Cap de la Vila,Esterri d'Àneu,LLEIDA,25589,Spain,
795975,12,Eduard Maluquer,,LLEIDA,25739,Spain,
804580,18,Sant Jordi,"Avellanes, Les i Santa Linya",LLEIDA,25612,Spain,
434076,,"Major, 2",Baix Pallars,LLEIDA,25591,Spain,
434076,,"Major, 2",Baix Pallars,LLEIDA,25591,Spain,
434076,,"Major, 2",Baix Pallars,LLEIDA,25591,Spain,
434076,,"Major, 2",Baix Pallars,LLEIDA,25591,Spain,
710419,,"Afores, s/n",Baix Pallars,LLEIDA,25591,Spain,
434076,,"Major, 2",Baix Pallars,LLEIDA,25591,Spain,
632322,,"Casa Jaumot, masies de Llaràs",Baix Pallars,LLEIDA,25591,Spain,
434076,,"Major, 2",Baix Pallars,LLEIDA,25591,Spain,
559289,,Casa Massanés,"Baronia de Rialb, La",LLEIDA,25747,Spain,
882191,12,Major,"Vall de Boí, La",LLEIDA,25527,Spain,
428897,,"Plaça Major, 1","Vall de Boí, La",LLEIDA,25527,Spain,
428897,,"Plaça Major, 1","Vall de Boí, La",LLEIDA,25527,Spain,
433810,,"Font d'Aran, s/n","Vall de Boí, La",LLEIDA,25527,Spain,
637726,,"Saraís,4",,LLEIDA,25527,Spain,
816914,9,Major,"Vall de Boí, La",LLEIDA,25528,Spain,
433810,,"Font d'Aran, s/n","Vall de Boí, La",LLEIDA,25527,Spain,
677744,3,Sant Quirc,"Vall de Boí, La",LLEIDA,25527,Spain,
882209,12,Major,"Vall de Boí, La",LLEIDA,25527,Spain,
809031,,Mas Blay,Forallac,GIRONA,17110,Spain,
817057,4,Església,Forallac,GIRONA,17110,Spain,
877106,26,Major,Bescanó,GIRONA,17164,Spain,
400043,,"Mas Fuselles, s/n",Cornellà del Terri,GIRONA,17844,Spain,
433900,,Mas Frigola,Cornellà del Terri,GIRONA,17844,Spain,
433797,8,Afores - Sta. Llogaia del Terri-Can Fabrica,Cornellà del Terri,GIRONA,17845,Spain,
592410,2,Can Maret,Cornellà del Terri,GIRONA,17845,Spain,
744920,2,Mas Can Maret,Cornellà del Terri,GIRONA,17845,Spain,
592410,2,Can Maret,Cornellà del Terri,GIRONA,17845,Spain,
592410,2,Can Maret,Cornellà del Terri,GIRONA,17845,Spain,
828744,,Can Casamitjana,Olot,GIRONA,17812,Spain,
433745,-,Apartat de Correus 83,Tremp,LLEIDA,25636,Spain,
853823,50,Sant Climent,Coll de Nargó,LLEIDA,25793,Spain,
841134,70,Sant Climents,Coll de Nargó,LLEIDA,25793,Spain,
434101,,"Major, 8",Foradada,LLEIDA,25737,Spain,
433815,,"Major, 14",Foradada,LLEIDA,25737,Spain,
689811,16,de Solsona,Sant Llorenç de Morunys,LLEIDA,25285,Spain,
689811,16,de Solsona,Sant Llorenç de Morunys,LLEIDA,25285,Spain,
641248,,Casa Metgessa,Vall de Cardós,LLEIDA,25576,Spain,
641248,,Casa Metgessa,Vall de Cardós,LLEIDA,25576,Spain,
806838,5,Mig,Castell de Mur,LLEIDA,25632,Spain,
739233,,"Major, 12",Castell de Mur,LLEIDA,25632,Spain,
433843,,"Coll, 7",Josa i Tuixén,LLEIDA,25717,Spain,
735764,,Cal Sinca,Josa i Tuixén,LLEIDA,25717,Spain,
735764,,Cal Sinca,Josa i Tuixén,LLEIDA,25717,Spain,
434165,5,Riu de la Mola,Josa i Tuixén,LLEIDA,25717,Spain,
772434,82,"Garriga,",Badalona,LLEIDA,25218,Spain,
871073,19,Sant Francesc,"Ametlla de Mar, L'",TARRAGONA,43860,Spain,
434107,,"Major, 5",Amposta,TARRAGONA,43870,Spain,
510931,,"La Cinta, 12",Amposta,TARRAGONA,43549,Spain,
548132,,"Av. dels Esports, 3",Sant Carles de la Ràpita,TARRAGONA,43549,Spain,
496960,,"Av. Codonyol, 22-2n.B",Sant Carles de la Ràpita,TARRAGONA,43549,Spain,
433818,,"Ronda Fortalesa, 14",Amposta,TARRAGONA,43870,Spain,
434172,,"Major, 2",Amposta,TARRAGONA,43870,Spain,
853686,,polígon 8 parcel·la 59,Falset,TARRAGONA,43730,Spain,
861383,s/n,Únic - Casa la Font,Lladorre,LLEIDA,25576,Spain,
861374,s/n,Únic - Casa la Font,Lladorre,LLEIDA,25571,Spain,
884398,43,de la Gola,Torroella de Montgrí,GIRONA,17257,Spain,
356170,,ESGLESIA(FORNELLS),Toses,GIRONA,17536,Spain,
356170,,ESGLESIA(FORNELLS),Toses,GIRONA,17536,Spain,
433934,,Cal Pastor,Toses,GIRONA,17536,Spain,
874386,5,St.Eudald,Ripoll,GIRONA,17536,Spain,
623696,,Joanichs,"Vall d'en Bas, La",GIRONA,17178,Spain,
728974,,Mas Bellver,"Vall de Bianya, La",GIRONA,17813,Spain,
756302,,"pl.Empadrat, 1",Ventalló,GIRONA,17473,Spain,
756302,,"pl.Empadrat, 1",Ventalló,GIRONA,17473,Spain,
434128,,Barri de les Olives,Vilademuls,GIRONA,17468,Spain,
805872,,Can Vidal,Vilademuls,GIRONA,17468,Spain,
806727,,Can Vidal,Vilademuls,GIRONA,17468,Spain,
701732,,Mas Vidal,Vilademuls,GIRONA,17468,Spain,
560129,,Mas Titot,Vilademuls,GIRONA,17468,Spain,
867122,,Mas Vicens,Vilademuls,GIRONA,17468,Spain,
717071,,"Sant Jordi, 6",Banyoles,GIRONA,17468,Spain,
717071,,"Sant Jordi, 6",Banyoles,GIRONA,17468,Spain,
624417,,"Mas Ayats, s/n",Vilademuls,GIRONA,17468,Spain,
847763,,Ca l'Armengol,Vilademuls,GIRONA,17468,Spain,
848839,s/n,Pujol,Vilademuls,GIRONA,17468,Spain,
853487,,Ca l'Armengol,Vilademuls,GIRONA,17468,Spain,
868489,s/n,Can Vicens,Vilademuls,GIRONA,17468,Spain,
881099,,"Casa Torra, s/n",Lladurs,LLEIDA,25283,Spain,
881085,,"Casa Torra, s/n",Lladurs,LLEIDA,25283,Spain,
881106,,"Casa Torra, s/n",Lladurs,LLEIDA,25283,Spain,
881078,,"Casa Torra, s/n",Lladurs,LLEIDA,25283,Spain,
896243,,Torra,Lladurs,LLEIDA,25283,Spain,
699756,16,"Sant Pere Claver,",Tàrrega,LLEIDA,25340,Spain,
608287,,Casa Cavallera,Odèn,LLEIDA,25283,Spain,
608287,,Casa Cavallera,Odèn,LLEIDA,25283,Spain,
872575,,Puigarnau de Canalda,Odèn,LLEIDA,25283,Spain,
872581,,Puigarnau de Canalda,Odèn,LLEIDA,25283,Spain,
812440,3,de la Marinada,Ponts,LLEIDA,25749,Spain,
700248,,"Alzineres, 55",Solsona,LLEIDA,25284,Spain,
700248,,"Alzineres, 55",Solsona,LLEIDA,25284,Spain,
811299,6,La Serra,Oliana,LLEIDA,25286,Spain,
433887,,"Únic, s/n","Pont de Suert, El",LLEIDA,25526,Spain,
740106,,"Av. Victoriano Muñoz, 38, baixos, dreta","Pont de Suert, El",LLEIDA,25526,Spain,
600703,5,Sant Antoni (Casa Quintana) de Llesp,"Pont de Suert, El",LLEIDA,25526,Spain,
600703,5,Sant Antoni (Casa Quintana) de Llesp,"Pont de Suert, El",LLEIDA,25526,Spain,
600703,5,Sant Antoni (Casa Quintana) de Llesp,"Pont de Suert, El",LLEIDA,25526,Spain,
600703,5,Sant Antoni (Casa Quintana) de Llesp,"Pont de Suert, El",LLEIDA,25526,Spain,
434091,,"la Font, 10",Ribera d'Urgellet,LLEIDA,25796,Spain,
591375,,"Afores, s/n",Sarroca de Bellera,LLEIDA,25555,Spain,
815238,,"Casa la Mola del Castell, s/n","Torre de Cabdella, La",LLEIDA,25514,Spain,
816004,s/n,Únic,Soriguera,LLEIDA,25593,Spain,
807363,s/n,Casa Massa,Soriguera,LLEIDA,25593,Spain,
779471,43,Av. Generalitat,Tàrrega,LLEIDA,25360,Spain,
866540,31,Jaume Balmes,Tàrrega,LLEIDA,25300,Spain,
816982,1,La Torre,Tornabous,LLEIDA,25331,Spain,
760411,,"les Planes, s/n",Tornabous,LLEIDA,25331,Spain,
737790,,"Únic, s/n","Torre de Cabdella, La",LLEIDA,25510,Spain,
848062,s/n,Teixidó,"Torre de Cabdella, La",LLEIDA,25510,Spain,
433980,,"de Beranui, km.0,1","Torre de Cabdella, La",LLEIDA,25510,Spain,
629647,,Manlleva,Aiguamúrcia,TARRAGONA,43714,Spain,
